ltable_id,ltable_title,rtable_id,rtable_title
177,Platoon,6799,Platoon
1516,...and justice for all.,6829,...And Justice For All
4019,Hopscotch,6834,Hopscotch
2953,Hope and Glory,6840,Hope and Glory
415,Doctor Zhivago,6846,Doctor Zhivago
2701,The Guest,6858,The Guest
699,Guess Who's Coming to Dinner,6860,Guess Who's Coming to Dinner
4151,Friends with Benefits,6878,Friends with Benefits
2079,Fried Green Tomatoes,6885,Fried Green Tomatoes
3067,Friday the 13th Part VII: The New Blood,6886,Friday the 13th Part VII: The New Blood
1324,Clash of the Titans,6887,Clash of the Titans
3761,Beyond the Valley of the Dolls,6901,Beyond the Valley of the Dolls
2702,Beyond the Mat,6906,Beyond the Mat
2381,Megamind,6929,Megamind
1085,Planet Terror,6934,Planet Terror
1081,Planet of the Apes,6936,Planet of the Apes
125,"Planes, Trains & Automobiles",6945,"Planes, Trains & Automobiles"
2248,Living in Oblivion,6950,Living in Oblivion
2319,Anchors Aweigh,6954,Anchors Aweigh
284,Anchorman: The Legend of Ron Burgundy,6957,Anchorman: The Legend of Ron Burgundy
4126,Anchorman 2: The Legend Continues,6961,Anchorman 2: The Legend Continues
63,Hoosiers,6964,Hoosiers
221,Hoop Dreams,6970,Hoop Dreams
504,Hook,6975,Hook
3450,Doc Hollywood,6991,Doc Hollywood
1218,The Guard,7004,The Guard
321,Guardians of the Galaxy,7005,Guardians of the Galaxy
2043,Friday the 13th: The Final Chapter,7011,Friday the 13th Part IV: The Final Chapter
2202,Friday the 13th Part 2,7012,Friday the 13th Part 2
3922,Friday the 13th: A New Beginning,7013,Friday the 13th Part V: A New Beginning
3086,Friday the 13th Part III,7014,Friday the 13th Part 3
633,Friday the 13th,7016,Friday the 13th
1912,Friday Night Lights,7020,Friday Night Lights
1632,Friday,7021,Friday
2822,Frida,7030,Frida
4235,A Civil Action,7031,A Civil Action
1090,City Slickers,7038,City Slickers
1099,Meet the Parents,7068,Meet the Parents
2726,Places in the Heart,7081,Places in the Heart
2287,The Living Daylights,7085,The Living Daylights
2630,Live Free or Die Hard,7097,Live Free or Die
2630,Live Free or Die Hard,7098,Live Free or Die Hard
2994,Anastasia,7107,Anastasia
4119,Analyze This,7113,Analyze This
53,Do the Right Thing,7134,Do the Right Thing
2003,Grumpy Old Men,7141,Grumpy Old Men
2429,The Freshman,7152,The Freshman
1600,Frenzy,7159,Frenzy
2982,Fresh,7161,Fresh
2682,Frequency,7163,Frequency
3200,The French Lieutenant's Woman,7164,The French Lieutenant's Woman
4115,Meet the Fockers,7213,Meet the Fockers
345,Meet Me in St. Louis,7217,Meet Me in St. Louis
533,A Place in the Sun,7221,A Place in the Sun
1106,Live and Let Die,7237,Live and Let Die
3716,Honeymoon in Vegas,7259,Honeymoon in Vegas
162,Groundhog Day,7285,Groundhog Day
151,City Lights,7286,City Lights
3824,French Kiss,7287,French Kiss
2722,Citizen Ruth,7297,Citizen Ruth
247,Citizen Kane,7300,Citizen Kane
2218,Beverly Hills Cop II,7321,Beverly Hills Cop II
3102,Meet Joe Black,7324,Meet Joe Black
238,Beverly Hills Cop,7325,Beverly Hills Cop
2709,Little Women,7354,Little Women
3741,Little Voice,7355,Little Voice
2988,"Honey, I Shrunk the Kids",7378,"Honey, I Shrunk the Kids"
3942,Hondo,7387,Hondo
1104,Django Unchained,7405,Django Unchained
200,Grosse Pointe Blank,7408,Grosse Pointe Blank
1964,French Connection II,7418,French Connection II
742,The French Connection,7420,The French Connection
3017,Freeway,7429,Freeway
2105,Pitch Perfect,7493,Pitch Perfect
1546,Pitch Black,7502,Pitch Black
1538,Little Shop of Horrors,7508,Little Shop of Horrors
2150,A Little Princess,7511,A Little Princess
843,Grizzly Man,7558,Grizzly Man
1496,Grindhouse,7574,Grindhouse
1115,Better Off Dead...,7621,Better Off Dead...
2433,Meatballs,7635,Meatballs
723,Pirates of the Caribbean: The Curse of the Black Pearl,7641,Pirates of the Caribbean: The Curse of the Black Pearl
1879,Pirates of the Caribbean: Dead Man's Chest,7643,Pirates of the Caribbean: Dead Manâ€™s Chest
2531,Pirates of the Caribbean: At World's End,7644,Pirates of the Caribbean: At Worldâ€™s End
3738,The Pirate,7650,The Pirate
724,Little Miss Sunshine,7670,Little Miss Sunshine
960,Amour,7671,Amour
3564,Homicide,7681,Homicide
3416,Homeward Bound: The Incredible Journey,7684,Homeward Bound: The Incredible Journey
977,The Grifters,7704,The Grifters
2229,Cinderella Man,7740,Cinderella Man
176,Mean Streets,7772,Mean Streets
2198,Mean Creek,7779,Mean Creek
1259,Mean Girls,7781,Mean Girls
3160,Little Man Tate,7802,Little Man Tate
1373,The Little Mermaid,7805,The Little Mermaid
4018,Disturbia,7845,Disturbia
108,District 9,7846,District 9
3039,"Greystoke: The Legend of Tarzan, Lord of the Apes",7850,"Greystoke: The Legend of Tarzan, Lord of the Apes"
2640,Gremlins 2: The New Batch,7859,Gremlins 2: The New Batch
333,Gremlins,7865,Gremlins
695,Cinderella,7878,Cinderella
2271,The Cincinnati Kid,7879,The Cincinnati Kid
3533,The Cider House Rules,7893,The Cider House Rules
36,The Best Years of Our Lives,7906,The Best Years of Our Lives
3917,Now You See Me,7912,Now You See Me
3433,The Best of Times,7920,The Best of Times
3465,"Me, Myself & Irene",7926,"Me, Myself & I"
3465,"Me, Myself & Irene",7927,"Me, Myself & Irene"
1102,Pinocchio,7935,Pinocchio
2771,The Pink Panther Strikes Again,7938,The Pink Panther Strikes Again
1683,Pink Floyd: The Wall,7940,Pink Floyd: The Wall
1984,The Amityville Horror,7960,The Amityville Horror
2791,Amistad,7963,Amistad
3750,Greenberg,7995,Greenberg
2268,Green Street Hooligans,7997,Green Street Hooligans
3943,El Cid,8011,El Cid
3093,Now and Then,8024,Now and Then
4006,Best of the Best,8040,Best of the Best
1048,Me and You and Everyone We Know,8054,Me and You and Everyone We Know
1969,McLintock!,8060,McLintock!
2333,Me and Earl and the Dying Girl,8063,Me and Earl and the Dying Girl
1648,Pineapple Express,8077,Pineapple Express
2259,Home Alone 2: Lost in New York,8102,Home Alone 2: Lost in New York
414,Home Alone,8105,Home Alone
1842,Hombre,8112,Hombre
1575,Animal Kingdom,8118,Disney's Animal Kingdom
520,The Green Mile,8142,The Green Mile
2848,Notting Hill,8190,Notting Hill
1092,Best in Show,8202,Best in Show
673,McCabe & Mrs. Miller,8207,McCabe & Mrs. Miller
2457,Pillow Talk,8217,Pillow Talk
1514,Little Children,8234,Little Children
7,An American Werewolf in London,8249,An American Werewolf in London
3113,The American,8257,The American
4025,An American Tail: Fievel Goes West,8260,An American Tail: Fievel Goes West
1948,An American Tail,8261,An American Tail
2026,Holy Motors,8282,Holy Motors
4044,Disclosure,8304,Disclosure
3965,The Greatest Story Ever Told,8318,The Greatest Story Ever Told
2397,Frantic,8320,Frantic
3865,Frankie and Johnny,8325,Frankie and Johnny
3574,Frankenweenie,8336,Frankenweenie
3563,The Chronicles of Riddick,8343,The Chronicles of Riddick
3482,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",8352,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
685,Notorious,8356,Notorious
3819,Nothing to Lose,8364,Nothing To Lose
4268,Pieces of April,8402,Pieces of April
1227,Little Big Man,8404,Little Big Man
720,American Splendor,8428,American Splendor
1853,"It's the Great Pumpkin, Charlie Brown",8434,"It's the Great Pumpkin, Charlie Brown"
2204,American Sniper,8444,American Sniper
3373,Dirty Work,8456,Dirty Work
2509,The Greatest Show on Earth,8465,The Greatest Show on Earth
336,Frankenstein,8485,Frankenstein
1991,Frank,8495,Frank
1845,Chronicle,8497,Chronicle
2785,Notes on a Scandal,8523,Notes on a Scandal
2525,The Notebook,8526,The Notebook
3163,Maximum Overdrive,8551,Maximum Overdrive
1389,The Piano,8570,The Piano
276,American Psycho,8598,American Psycho
4122,American Pop,8602,American Pop
1699,The American President,8603,The American President
3325,It's Kind of a Funny Story,8611,It's Kind of a Funny Story
98,It's a Wonderful Life,8621,Itâ€™s a Wonderful Life
1067,Dirty Rotten Scoundrels,8634,Dirty Rotten Scoundrels
3602,Dirty Mary Crazy Larry,8636,"Dirty Mary, Crazy Larry"
3008,The Holiday,8638,The Holiday
859,Dirty Harry,8639,Dirty Harry
20,The Dirty Dozen,8643,The Dirty Dozen
2209,The Great Race,8652,The Great Race
2479,The Great Santini,8653,The Great Santini
2458,Dirty Dancing,8655,Dirty Dancing
792,The Great Muppet Caper,8657,The Great Muppet Caper
1999,The Great Outdoors,8658,The Great Outdoors
1827,The Great Mouse Detective,8662,The Great Mouse Detective
106,A Christmas Story,8685,A Christmas Story
1744,Maverick,8735,Maverick
669,The Pianist,8744,The Pianist
1363,Pi,8745,Pi
567,The Lion in Winter,8764,The Lion in Winter
441,The Lion King,8766,The Lion King
3912,American Pie 2,8778,American Pie 2
797,American Movie,8784,American Pie
1088,American Pie,8784,American Pie
1178,It's a Mad Mad Mad Mad World,8798,It's a Mad Mad Mad Mad World
1305,The Italian Job,8799,The Italian Job
2542,Holes,8811,Holes
4145,The Great Gatsby,8835,The Great Gatsby
354,The Great Escape,8839,The Great Escape
3739,Great Expectations,8840,Great Expectations
3771,The Great Beauty,8844,The Great Gatsby
3218,The Great Gatsby,8844,The Great Gatsby
2142,The Fox and the Hound,8859,The Fox and the Hound
2329,Foxcatcher,8864,Foxcatcher
1870,Benny & Joon,8899,Benny & Joon
1108,The Philadelphia Story,8936,The Philadelphia Story
3886,The Philadelphia Experiment,8939,The Philadelphia Experiment
2751,Philomena,8941,Philomena
2446,The Lincoln Lawyer,8943,The Lincoln Lawyer
1529,The Limey,8945,The Limey
2299,Limitless,8950,Limitless
1245,Lincoln,8953,Lincoln
409,An American in Paris,8958,An American in Paris
242,American History X,8968,American History X
1386,American Hustle,8971,American Hustle
717,It Happened One Night,8973,It Happened One Night
4129,It Could Happen to You,8979,It Could Happen To You
3788,Hocus Pocus,8989,Hocus Pocus
3908,Hoffa,8991,Hoffa
1741,The Hobbit: The Desolation of Smaug,9008,The Hobbit: The Desolation of Smaug
1166,Grease,9018,Grease
2095,Four Weddings and a Funeral,9026,Four Weddings and a Funeral
2263,Four Rooms,9033,Four Rooms
1775,Four Lions,9036,Four Lions
2219,A Christmas Carol,9037,A Christmas Carol
788,Gravity,9040,Gravity
1371,Christine,9050,Christine
2387,Beneath the Planet of the Apes,9076,Beneath the Planet of the Apes
2151,Matrix Revolutions,9095,The Matrix Revolutions
343,The Matrix,9096,The Matrix
1498,The Matrix Reloaded,9097,The Matrix Reloaded
2995,Matinee,9103,Matinee
2349,Matewan,9105,Matewan
3676,Matilda,9108,Matilda
2385,Phenomena,9110,Phenomena
1727,Philadelphia,9114,Philadelphia
2211,Lilo & Stitch,9126,Lilo & Stitch
381,American Graffiti,9136,American Graffiti
2914,The Hobbit: The Battle of the Five Armies,9166,The Hobbit: The Battle of the Five Armies
1070,The Hobbit: An Unexpected Journey,9167,The Hobbit: An Unexpected Journey
1527,Diner,9171,Diner
3236,North Dallas Forty,9215,North Dallas Forty
215,North by Northwest,9216,North by Northwest
75,The Ox-Bow Incident,9222,The Ox-Bow Incident
4153,Owning Mahowny,9226,Owning Mahowny
2679,Ben-Hur: A Tale of the Christ,9232,Ben-Hur: A Tale of the Christ
1059,Ben-Hur,9234,Ben-Hur
2851,Matchstick Men,9247,Matchstick Men
4168,The Phantom Tollbooth,9248,The Phantom Tollbooth
3301,American Gigolo,9265,American Gigolo
1793,American Gangster,9271,American Gangster
978,The Hitcher,9293,The Hitcher
2277,The Hitchhiker's Guide to the Galaxy,9296,The Hitchhiker's Guide to the Galaxy
3927,Hitch,9302,Hitch
2733,Grandma's Boy,9323,Grandmaâ€™s Boy
3996,Four Brothers,9325,Four Brothers
2063,The Fountain,9330,The Fountain
1718,Foul Play,9332,Foul Play
2976,Norma Rae,9352,Norma Rae
2234,Match Point,9372,Match Point
2070,The Matador,9376,The Matador
1571,The Phantom of the Opera,9383,The Phantom of the Opera
929,American Beauty,9420,American Beauty
3442,The Island,9421,The Island
2900,Diggstown,9433,Diggstown
1634,The Fortune Cookie,9462,The Fortune Cookie
2338,Overboard,9503,Overboard
2912,The Bells of St. Mary's,9521,The Bells of St. Mary's
1074,The Master,9540,The Master
1958,Phantasm II,9541,Phantasm II
1573,Phantasm,9544,Phantasm
1550,History of the World: Part I,9603,History of the World: Part I
1660,A History of Violence,9605,A History of Violence
845,Die Hard with a Vengeance,9617,Die Hard: With a Vengeance
1184,Die Hard 2,9618,Die Hard 2
326,Die Hard,9619,Die Hard
1191,Grand Hotel,9628,Grand Hotel
2306,Grand Canyon,9636,Grand Canyon
4158,Fort Apache the Bronx,9641,"Fort Apache, The Bronx"
590,Forrest Gump,9650,Forrest Gump
2140,Chocolat,9666,Chocolat
1674,Noises Off...,9676,Noises Off...
619,The Outsiders,9682,The Outsiders
983,Master and Commander: The Far Side of the World,9695,Master and Commander: The Far Side of the World
4230,Pete's Dragon,9714,Peteâ€™s Dragon
2820,Lifeforce,9729,Lifeforce
1080,Lifeboat,9732,Lifeboat
38,His Girl Friday,9774,His Girl Friday
3448,Dick Tracy,9787,Dick Tracy
4039,Dick,9788,Dick
713,The Grand Budapest Hotel,9798,The Grand Budapest Hotel
954,Gran Torino,9804,Gran Torino
338,The Graduate,9806,The Graduate
2940,Chisum,9823,Chisum
1288,Forgetting Sarah Marshall,9824,Forgetting Sarah Marshall
444,Chinatown,9831,Chinatown
1035,The China Syndrome,9833,The China Syndrome
1,The Outlaw Josey Wales,9867,The Outlaw Josey Wales
2616,Mask,9888,Mask
2117,The Mask,9890,The Mask
2423,The Mask of Zorro,9891,The Mask of Zorro
1096,Peter Pan,9911,Peter Pan
4243,The Life of David Gale,9928,The Life of David Gale
743,Life of Brian,9931,Life of Brian
3945,Amazon Women on the Moon,9934,Amazon Women on the Moon
1549,Life of Pi,9935,Life of Pi
2485,The Amazing Spider-Man,9947,The Amazing Spider-Man
953,The Iron Giant,9958,The Iron Giant
3669,Ip Man 2,9960,Iron Man 2
1636,Iron Man 2,9960,Iron Man 2
1650,Iron Man 3,9961,Iron Man 3
144,Iron Man,9963,Iron Man
2285,Child's Play,10032,Child's Play
2144,Nobody's Fool,10051,Nobody's Fool
2276,Outland,10060,Outland
3274,Outbreak,10065,Outbreak
687,Mary Poppins,10104,Mary Poppins
1947,Pet Sematary,10108,Pet Sematary
3018,A Life Less Ordinary,10120,A Life Less Ordinary
3317,Life Itself,10127,Life Itself
482,Inside Out,10130,Life Inside Out
2337,Irma la Douce,10149,Irma La Douce
994,Diamonds Are Forever,10177,Diamonds Are Forever
806,Dial M for Murder,10185,Dial M for Murder
207,Foreign Correspondent,10215,Foreign Correspondent
3065,Children of the Corn,10231,Children of the Corn
890,Children of Men,10236,Children of Men
1481,No Way Out,10255,No Way Out
833,Out of Sight,10275,Out of Sight
578,Being There,10281,Being There
389,Being John Malkovich,10288,Being John Malkovich
4250,Marvin's Room,10298,Marvin's Room
653,Persona,10308,Persona
540,Persepolis,10314,Persepolis
2438,Life as a House,10329,Life as a House
3635,The Life and Times of Judge Roy Bean,10333,The Life and Times of Judge Roy Bean
1111,The Life Aquatic with Steve Zissou,10338,The Life Aquatic with Steve Zissou
641,Amadeus,10346,Amadeus
3669,Ip Man 2,10362,Ip Man
709,Highlander,10382,Highlander
3569,Force 10 from Navarone,10424,Force 10 from Navarone
3836,Forbidden Zone,10426,Forbidden Zone
2559,Children of a Lesser God,10430,Children of a Lesser God
883,Out of Africa,10474,Out of Africa
1044,Marty,10502,Marty
1568,Martin,10508,Martin
1747,Martha Marcy May Marlene,10514,Martha Marcy May Marlene
180,The Martian,10521,The Martian
137,The Perks of Being a Wallflower,10525,The Perks of Being a Wallflower
2712,Perfume: The Story of a Murderer,10526,Perfume: The Story of a Murderer
1413,A Perfect World,10529,A Perfect World
2538,Always,10555,Always
2373,High Society,10582,High Society
2580,The Devil's Rejects,10602,The Devil's Rejects
2830,Gosford Park,10610,Gosford Park
2973,Gorillas in the Mist,10617,Gorillas in the Mist
940,Forbidden Planet,10619,Forbidden Planet
3340,For Whom the Bell Tolls,10623,For Whom the Bell Tolls
948,For Your Eyes Only,10624,For Your Eyes Only
2926,Chicken Run,10633,Chicken Run
2609,Kung Fu Panda 2,10646,Kung Fu Panda 2
1658,Kung Fu Panda,10648,Kung Fu Panda
3335,Kundun,10653,Kundun
4227,Behind the Candelabra,10686,Behind the Candelabra
2827,The Beguiled,10698,The Beguiled
2382,Mars Attacks!,10700,Mars Attacks!
2602,Married to the Mob,10703,Married to the Mob
4165,The Perfect Storm,10712,The Perfect Storm
694,Altered States,10737,Altered States
3654,Invincible,10760,Invincible
3827,Invictus,10766,Invictus
69,High Plains Drifter,10776,High Plains Drifter
1103,High Noon,10777,High Noon
142,The Devil's Backbone,10791,The Devil's Backbone
1862,The Devil's Advocate,10793,Devil's Advocate
930,The Goonies,10802,The Goonies
3776,A Goofy Movie,10806,A Goofy Movie
3426,For Love of the Game,10819,For Love of the Game
2528,Chicago,10838,Chicago
2471,No Man's Land,10857,No Man's Land
1211,Marnie,10896,Marnie
4032,Marley & Me,10906,Marley & Me
2814,Licence to Kill,10925,Licence to Kill
26,Invasion of the Body Snatchers,10958,Invasion of the Body Snatchers
1886,High Anxiety,10973,High Anxiety
510,High Fidelity,10975,High Fidelity
2795,Devil in a Blue Dress,10984,Devil in a Blue Dress
2974,The Devil Wears Prada,10992,The Devil Wears Prada
134,Goodfellas,11000,Goodfellas
1576,The Goodbye Girl,11005,The Goodbye Girl
2159,Footloose,11021,Footloose
3638,Krull,11044,Krull
3847,No Escape,11062,No Escape
984,The Others,11068,The Others
2972,The Other Guys,11070,The Other Side
442,Before Sunrise,11083,Before Sunrise
1657,Before the Devil Knows You're Dead,11085,Before the Devil Knows You're Dead
2115,Before Night Falls,11086,Before Night Falls
571,Before Sunset,11088,Before Sunset
175,Before Midnight,11089,Before Midnight
2825,The Mark of Zorro,11091,The Mark of Zorro
164,Beetlejuice,11098,Beetlejuice
949,Liar Liar,11138,Liar Liar
1638,Into the Wild,11172,Into the Wild
3703,Into the Night,11174,Into the Night
1155,The Hidden,11189,The Hidden
370,Good Will Hunting,11212,Good Will Hunting
4083,Foolish Wives,11219,Foolish Wives
3128,Justice League: The New Frontier,11270,Justice League - The New Frontier
4267,Justice League: Crisis on Two Earths,11273,Justice League: Crisis on Two Earths
865,No Country for Old Men,11288,No Country for Old Men
2972,The Other Guys,11302,The Other City
2972,The Other Guys,11303,The Other Guys
3794,Beerfest,11315,Beerfest
3694,Marie Antoinette,11326,Marie Antoinette
564,"Good Night, and Good Luck.",11384,"Good Night, and Good Luck"
2661,Chef,11406,Chef
573,Kramer vs. Kramer,11407,Kramer vs. Kramer
2207,Nixon,11433,Nixon
2214,Bedknobs and Broomsticks,11462,Bedknobs and Broomsticks
2921,Bedazzled,11473,Bedazzled
2487,Maria Full of Grace,11474,Maria Full of Grace
2877,Margin Call,11483,Margin Call
1234,The People vs. Larry Flynt,11496,The People vs. Larry Flynt
4289,Leviathan,11505,Leviathan
422,Almost Famous,11517,Almost Famous
72,Interview with the Vampire: The Vampire Chronicles,11538,Interview with the Vampire: The Vampire Chronicles
3410,Detroit Rock City,11550,Detroit Rock City
714,"Good Morning, Vietnam",11573,Good Morning Vietnam
1105,The Fog,11583,The Fog
3302,Just One of the Guys,11622,Just One of the Guys
511,Ninotchka,11634,Ninotchka
4010,The Nines,11643,The Nines
4201,Oscar,11661,Oscar
632,Becket,11672,Becket
2416,Beavis and Butt-Head Do America,11681,Beavis and Butt-Head Do America
2664,The People Under the Stairs,11696,The People Under the Stairs
1620,Letters from Iwo Jima,11714,Letters from Iwo Jima
85,Interstellar,11750,Interstellar
2838,The Good Girl,11799,The Good Girl
174,Beauty and the Beast,11888,Beauty and the Beast
250,Marathon Man,11890,Marathon Man
3521,Pennies from Heaven,11909,Pennies from Heaven
2593,Lethal Weapon 3,11927,Lethal Weapon 3
2870,Lethal Weapon 4,11928,Lethal Weapon 4
783,Lethal Weapon 2,11929,Lethal Weapon 2
330,Lethal Weapon,11931,Lethal Weapon
3074,All the Right Moves,11942,All the Right Moves
3904,Internal Affairs,11946,Internal Affairs
2378,All the Real Girls,11949,All the Real Girls
1304,Interiors,11954,Interiors
3891,Desperately Seeking Susan,11985,Desperately Seeking Susan
3840,Despicable Me 2,11991,Despicable Me 2
2101,Despicable Me,12003,Despicable Me
975,The Fly,12006,The Fly
840,Jurassic Park,12052,Jurassic Park
1737,Jurassic World,12053,Jurassic World
280,Juno,12055,Juno
3432,Orlando,12072,Orlando
3763,Beautiful Thing,12083,Beautiful Thing
878,A Beautiful Mind,12092,A Beautiful Mind
1890,The Many Adventures of Winnie the Pooh,12096,The Many Adventures of Winnie the Pooh
1655,Let Me In,12130,Let Me In
615,All the President's Men,12131,All the President's Men
539,All That Jazz,12139,All That Jazz
1375,Desperado,12183,Desperado
2161,The Chaser,12206,The Chaser
1313,Chasing Amy,12208,Chasing Amy
3360,Junior Bonner,12230,Junior Bonner
3027,Jungle Fever,12239,Jungle Fever
1704,The Jungle Book,12244,The Jungle Book
3953,A Nightmare on Elm Street 2: Freddy's Revenge,12254,A Nightmare on Elm Street Part 2: Freddy's Revenge
1194,A Nightmare on Elm Street 3: Dream Warriors,12255,A Nightmare On Elm Street 3: Dream Warriors
515,A Nightmare on Elm Street,12256,A Nightmare on Elm Street
3273,A Nightmare on Elm Street 4: The Dream Master,12257,A Nightmare on Elm Street 4: The Dream Master
427,Ordinary People,12273,Ordinary People
601,Beautiful Girls,12275,Beautiful Girls
3989,Mansfield Park,12290,Mansfield Park
2698,The Pelican Brief,12308,The Pelican Brief
2983,Peggy Sue Got Married,12311,Peggy Sue Got Married
1423,Pee-wee's Big Adventure,12321,Pee Wee's Big Adventure
2668,Less Than Zero,12332,Less than Zero
503,All Quiet on the Western Front,12349,All Quiet on the Western Front
2624,Insomnia,12357,Insomnia
1354,The Insider,12367,The Insider
3632,Here Comes Mr. Jordan,12377,Here Comes Mr. Jordan
690,Gone with the Wind,12408,Gone with the Wind
3087,Gone in Sixty Seconds,12409,Gone in 60 Seconds
1293,Gone Baby Gone,12411,"Gone, Baby, Gone"
58,Gone Girl,12416,Gone Girl
2521,Charlotte's Web,12428,Charlotte's Web
2642,Charlie Wilson's War,12444,Charlie Wilson's War
2451,Junebug,12463,Junebug
527,The Nightmare Before Christmas,12472,The Nightmare Before Christmas
2264,Nighthawks,12480,Nighthawks
1365,Nightbreed,12481,Nightbreed
755,Nightcrawler,12485,Nightcrawler
3212,Orange County,12494,Orange County
2269,All of Me,12565,All of Me
2437,All Is Lost,12571,All is Lost
482,Inside Out,12579,Inside Out
1513,Inside Man,12584,Inside Man
2896,Inside Job,12585,Inside Job
1023,Inside Llewyn Davis,12586,Inside Llewyn Davis
2335,Hercules,12592,Hercules
1397,The Descendants,12610,The Descendants
1706,Dersu Uzala,12612,Dersu Uzala
116,Goldfinger,12631,Goldfinger
1599,GoldenEye,12634,Goldeneye
1497,Flirting with Disaster,12648,Flirting with Disaster
4043,Charlie and the Chocolate Factory,12655,Charlie and the Chocolate Factory (IMAX)
2535,A Charlie Brown Thanksgiving,12656,A Charlie Brown Thanksgiving
4043,Charlie and the Chocolate Factory,12664,Charlie and the Chocolate Factory
1157,Chariots of Fire,12665,Chariots of Fire
708,Knocked Up,12669,Knocked Up
1724,A Knight's Tale,12676,A Knightâ€™s Tale
1411,Jumanji,12688,Jumanji
4181,Night Train to Munich,12698,Night Train to Munich
2418,Night Shift,12703,Night Shift
2807,The Opposite of Sex,12713,The Opposite of Sex
2587,The Beastmaster,12725,The Beastmaster
4210,Beasts of No Nation,12727,Beasts of No Nation
4073,"The Beast from 20,000 Fathoms",12732,"The Beast from 20,000 Fathoms"
1697,Beasts of the Southern Wild,12735,Beasts of the Southern Wild
3245,Maniac,12739,Maniac
216,Manhunter,12743,Manhunter
943,Manhattan Murder Mystery,12745,Manhattan Murder Mystery
461,Manhattan,12748,Manhattan
2749,PCU,12753,PCU
2765,Payback,12761,Payback
812,Henry V,12821,Henry V
3214,The Golden Child,12847,The Golden Child
130,The Gold Rush,12852,The Gold Rush
1189,Flight of the Navigator,12864,Flight of the Navigator
553,Charade,12872,Charade
814,Chaplin,12877,Chaplin
1878,Klute,12894,Klute
3887,Julie & Julia,12906,Julie & Julia
3393,Julia,12909,Julia
3895,Juice,12912,Juice
1738,Night of the Living Dead,12922,Night of the Living Dead
992,Night of the Living Dead,12923,Night of the Living Dead
3767,Operation Petticoat,12924,Operation Petticoat
3968,Beaches,12945,Beaches
3239,The Beach,12950,The Beach
3871,Be Kind Rewind,12953,Be Kind Rewind
1062,The Manchurian Candidate,12969,The Manchurian Candidate
4020,All Dogs Go to Heaven,13002,All Dogs Go To Heaven
210,All About Eve,13013,All About Eve
4080,Innocent Blood,13020,Innocent Blood
1523,Innerspace,13028,Innerspace
1700,Inland Empire,13029,Inland Empire
3029,Henry & June,13036,Henry & June
2379,The Help,13053,The Help
178,The Departed,13058,The Departed
2000,Flight,13083,Flight
3770,Fletch Lives,13087,Fletch Lives
1396,Fletch,13089,Fletch
1005,The Changeling,13104,The Changeling
2773,Changeling,13114,Changeling
3460,Judgment Night,13132,Judgment Night
894,Night of the Creeps,13136,Night of the Creeps
3522,Night of the Demons,13137,Night of the Demons
363,Judgment at Nuremberg,13138,Judgment at Nuremberg
1608,Night of the Comet,13139,Night of the Comet
3681,The Man with Two Brains,13186,The Man with Two Brains
662,The Man with the Golden Gun,13189,The Man with the Golden Gun
1499,The Man Who Wasn't There,13194,The Man Who Wasn't There
84,Patton,13203,Patton
2786,Paul,13207,Paul
1461,The Lego Movie,13225,The Lego Movie
3145,Alive,13229,Alive
798,Help!,13253,Help!
2075,Inherent Vice,13254,Inherent Vice
3765,Godzilla vs. Destoroyah,13278,Godzilla vs. Destroyah
3105,Godzilla vs. Hedorah,13279,Godzilla vs. Hedorah
4132,Flesh + Blood,13294,Flesh & Blood
2168,Flatliners,13305,Flatliners
3509,The Kite Runner,13330,The Kite Runner
67,The Man Who Shot Liberty Valance,13367,The Man Who Shot Liberty Valance
536,The Man Who Knew Too Much,13374,The Man Who Knew Too Much
3571,The Man Who Knew Too Little,13377,The Man Who Knew Too Little
1494,The Man Who Fell to Earth,13384,The Man Who Fell to Earth
1456,Patriot Games,13390,Patriot Games
982,The Patriot,13392,The Patriot
1934,Legends of the Fall,13411,Legends of the Fall
464,Aliens,13412,Aliens
3356,Alien: Resurrection,13415,Alien: Resurrection
2492,Alien Nation,13417,Alien Nation
3491,The Informant!,13436,The Informant!
646,Inglourious Basterds,13438,Inglourious Basterds
1559,Hellraiser,13441,Hellraiser
2832,"Hello, Dolly!",13446,"Hello, Dolly"
3783,Going My Way,13469,Going My Way
2909,Flashdance,13484,Flashdance
1342,Flash Gordon,13488,Flash Gordon
3072,Kiss the Girls,13518,Kiss the Girls
2527,Kiss of the Spider Woman,13522,Kiss of the Spider Woman
3511,Kiss of the Dragon,13525,Kiss of the Dragon
3978,Joy Ride,13535,Joy Ride
1282,The Road,13544,The Open Road
3133,Night at the Museum,13545,Night at the Museum
1460,Open Range,13548,Open Range
183,Alien,13598,Alien
1242,Alice in Wonderland,13603,Alice in Wonderland
2405,Hellboy II: The Golden Army,13636,Hellboy II: The Golden Army
1364,Hellboy,13637,Hellboy
2192,Demolition Man,13641,Demolition Man
2120,"Godzilla, King of the Monsters!",13661,Godzilla: King of the Monsters
3595,Flags of our Fathers,13675,Flags of Our Fathers
909,Kiss Kiss Bang Bang,13705,"Kiss Kiss, Bang Bang"
2546,The Joy Luck Club,13709,The Joy Luck Club
1560,Night and the City,13719,Night and the City
1625,Man on Wire,13761,Man on Wire
1415,Man on the Moon,13762,Man on the Moon
