ltable_id,ltable_title,rtable_id,rtable_title
111,Dark City,20929,Dark City
2934,The Jackal,20968,The Jackal
2892,Babel,20979,Babel
385,L.A. Confidential,20981,L.A. Confidential
2533,I Heart Huckabees,20993,I Heart Huckabees
2800,Enemy Mine,20998,Enemy Mine
1343,Halloween II,20999,Halloween II
580,Enemy of the State,21000,Enemy of the State
2939,Halloween 4: The Return of Michael Myers,21003,Halloween 4: The Return of Michael Myers
4154,Halloween III: Season of the Witch,21005,Halloween 3: Season of the Witch
1734,The Darjeeling Limited,21017,The Darjeeling Limited
1455,Far from Heaven,21035,Far From Heaven
1470,The Caine Mutiny,21039,The Caine Mutiny
3540,Jack Reacher,21074,Jack Reacher
3078,Babe,21080,Babe
2165,Enemy at the Gates,21107,Enemy at the Gates
364,Halloween,21145,Halloween
2395,Far and Away,21154,Far and Away
1966,Fantastic Voyage,21157,Fantastic Voyage
169,Fantastic Mr. Fox,21160,Fantastic Mr. Fox
1159,The Babadook,21203,The Babadook
1885,I Confess,21233,I Confess
1771,Half Nelson,21243,Half Nelson
2715,Half Baked,21247,Half Baked
2093,The Gauntlet,21261,The Gauntlet
270,Fantasia,21271,Fantasia
745,Caddyshack,21281,Caddyshack
3181,The A-Team,21334,The A-Team
4068,Ender's Game,21353,Ender's Game
2592,Hairspray,21360,Hairspray
569,End of Watch,21361,End of Watch
2571,Hair,21366,Hair
871,Gattaca,21385,Gattaca
3748,The Gate,21393,The Gate
3959,Fanboys,21403,Fanboys
2716,The Cable Guy,21410,The Cable Guy
1058,The Cabin in the Woods,21412,The Cabin in the Woods
1022,Cabaret,21417,Cabaret
2812,I Am Sam,21443,I Am Sam
4288,The End of the Tour,21451,The End of the Tour
3731,The End of the Affair,21458,The End of the Affair
630,Dangerous Liaisons,21473,Dangerous Liaisons
3332,C.H.U.D.,21501,C.H.U.D.
791,I Am Legend,21520,I am Legend
4172,Encino Man,21560,Encino Man
1330,Dances with Wolves,21578,Dances with Wolves
2230,Family Plot,21588,Family Plot
767,Garden State,21590,Garden State
4240,The Family Man,21596,The Family Man
3583,Enchanted,21614,Enchanted
999,Dancer in the Dark,21624,Dancer in the Dark
1436,Empire Records,21653,Empire Records
120,Empire of the Sun,21654,Empire of the Sun
3350,Hackers,21659,Hackers
2562,Fame,21688,Fame
1564,The Emperor's New Groove,21696,The Emperor's New Groove
3423,Dan in Real Life,21718,Dan in Real Life
2253,The Damned United,21725,The Damned United
2748,Damien: Omen II,21726,Damien: Omen II
380,Gangs of New York,21738,Gangs of New York
1132,Falling Down,21745,Falling Down
1424,Gandhi,21772,Gandhi
2145,Emma,21780,Emma
1381,Dallas Buyers Club,21794,Dallas Buyers Club
2131,Fallen,21798,Fallen
3677,The Emerald Forest,21809,The Emerald Forest
467,The Game,21826,The Game
2524,The Falcon and the Snowman,21836,The Falcon and the Snowman
2968,Elysium,21855,Elysium
3466,Fahrenheit 9/11,21891,Fahrenheit 9/11
1897,Elmer Gantry,21914,Elmer Gantry
955,Gallipoli,21932,Gallipoli
1492,Galaxy Quest,21936,Galaxy Quest
2717,The Faculty,21945,The Faculty
1522,Elizabeth,22004,Elizabeth
880,Face/Off,22013,Face/Off
3121,The Da Vinci Code,22022,The Da Vinci Code
2625,The Fabulous Baker Boys,22043,The Fabulous Baker Boys
925,Elf,22057,Elf
3220,F/X,22068,F/X
254,The Elephant Man,22076,The Elephant Man
1935,Elephant,22088,Elephant
904,Election,22122,Election
1578,El Dorado,22126,El Dorado
1693,Eight Men Out,22155,Eight Men Out
2943,The Eiger Sanction,22160,The Eiger Sanction
891,Edward Scissorhands,22191,Edward Scissorhands
3604,Educating Rita,22193,Educating Rita
579,An Education,22196,An Education
2347,The Edge,22203,The Edge
191,Edge of Tomorrow,22209,Edge of Tomorrow
3438,Eden Lake,22216,Eden Lake
2443,Eddie Murphy: Raw,22224,Eddie Murphy Raw
3544,Eddie and the Cruisers,22227,Eddie and the Cruisers
190,Ed Wood,22229,Ed Wood
1233,L'Eclisse,22240,L'eclisse
3974,Eating Raoul,22254,Eating Raoul
3377,Eat Drink Man Woman,22263,Eat Drink Man Woman
95,Easy Rider,22273,Easy Rider
1016,Easy A,22278,Easy A
1154,Easter Parade,22281,Easter Parade
1467,Eastern Promises,22283,Eastern Promises
3812,Looking for Mr. Goodbar,22328,Looking for Mr. Goodbar
3216,Pollock,22340,Pollock
78,Poltergeist,22344,Poltergeist
1351,Bill & Ted's Excellent Adventure,22356,Bill & Ted's Excellent Adventure
2365,Bill & Ted's Bogus Journey,22358,Bill & Ted's Bogus Journey
2970,Don't Tell Mom the Babysitter's Dead,22399,Don't Tell Mom the Babysitter's Dead
876,X-Men,22418,X-Men
3926,U-571,22427,U-571
2778,A Tale of Two Cities,22437,A Tale of Two Cities
3506,Wanted,22439,Wanted
494,Spotlight,22503,Spotlight
706,Stranger Than Fiction,22506,Stranger Than Fiction
3195,Syriana,22522,Syriana
854,"Synecdoche, New York",22523,"Synecdoche, New York"
770,The Sword in the Stone,22539,The Sword in the Stone
1941,Swiss Family Robinson,22547,Swiss Family Robinson
782,Swingers,22555,Swingers
3598,Swing Kids,22560,Swing Kids
3296,Swimming Pool,22567,Swimming Pool
492,The Sweet Hereafter,22603,The Sweet Hereafter
1796,Sweet and Lowdown,22611,Sweet and Lowdown
1723,Sweeney Todd: The Demon Barber of Fleet Street,22617,Sweeney Todd: The Demon Barber of Fleet Street
33,Suspicion,22648,Suspicion
1240,The Sure Thing,22693,The Sure Thing
725,Superman,22725,Superman
316,Superbad,22744,Superbad
3388,Super Size Me,22747,Super Size Me
2481,Super,22757,Super
1692,Super 8,22761,Super
1692,Super 8,22763,Super 8
1770,Sunshine,22771,Sunshine
445,Sunrise,22776,Sunrise
3510,Summer Rental,22812,Summer Rental
3801,Summer School,22814,Summer School
2930,Summer of Sam,22815,Summer of Sam
4013,Summer of '42,22820,Summer of '42
2421,The Sugarland Express,22858,The Sugarland Express
2767,"Suddenly, Last Summer",22874,"Suddenly, Last Summer"
2426,Sudden Impact,22876,Sudden Impact
1817,The Stunt Man,22917,The Stunt Man
512,Stripes,22944,Stripes
1940,Streets of Fire,22962,Streets of Fire
672,A Streetcar Named Desire,22964,A Streetcar Named Desire
839,Strangers on a Train,23019,Strangers on a Train
508,Stranger Than Paradise,23026,Stranger Than Paradise
1433,Strange Days,23045,Strange Days
980,Straight Outta Compton,23053,Straight Outta Tompkins
1558,The Straight Story,23054,The Straight Story
980,Straight Outta Compton,23056,Straight Outta Compton
3733,Stories We Tell,23089,Stories We Tell
1094,Stop Making Sense,23098,Stop Making Sense
2618,Stoker,23130,Stoker
1651,Stir Crazy,23134,Stir Crazy
339,The Sting,23135,The Sting
2185,Stir of Echoes,23138,Stir of Echoes
1839,Steve Jobs,23177,Steve Jobs
2146,The Stepford Wives,23185,The Stepford Wives
3629,The Stepfather,23186,The Stepfather
2171,Step Brothers,23205,Step Brothers
4234,Stella Dallas,23207,Stella Dallas
2653,Steel Magnolias,23217,Steel Magnolias
658,"Steamboat Bill, Jr.",23227,"Steamboat Bill, Jr."
885,The Station Agent,23263,The Station Agent
2530,State of Grace,23271,State of Grace
3349,State of Play,23272,State of Play
2216,State and Main,23277,State and Main
546,Starship Troopers,23295,Starship Troopers
1118,Starman,23302,Starman
1601,Stardust Memories,23309,Stardust Memories
1100,Stargate,23310,Stargate
2133,Stardust,23313,Stardust
87,Star Wars: Episode VI - Return of the Jedi,23320,Star Wars Ep. VI: Return of the Jedi
54,Star Wars: Episode V - The Empire Strikes Back,23321,Star Wars Ep. V: The Empire Strikes Back
41,Star Wars: Episode IV - A New Hope,23323,Star Wars Ep. IV: A New Hope
1645,Star Wars: Episode III - Revenge of the Sith,23324,Star Wars Ep. III: Revenge of the Sith
2061,Star Wars: Episode II - Attack of the Clones,23325,Star Wars Ep. II: Attack of the Clones
82,Star Wars: The Force Awakens,23326,Star Wars Ep. VII: The Force Awakens
3653,Star Trek V: The Final Frontier,23327,Star Trek V: The Final Frontier
1733,Star Trek VI: The Undiscovered Country,23328,Star Trek VI: The Undiscovered Country
2741,Star Wars: Episode I - The Phantom Menace,23329,Star Wars Ep. I: The Phantom Menace
1586,Star Trek: The Motion Picture,23331,Star Trek: The Motion Picture
1020,Star Trek IV: The Voyage Home,23333,Star Trek IV: The Voyage Home
1405,Star Trek III: The Search for Spock,23334,Star Trek III: The Search for Spock
3810,Star Trek: Insurrection,23335,Star Trek: Insurrection
477,Star Trek II: The Wrath of Khan,23336,Star Trek II: The Wrath of Khan
1112,Star Trek: Into Darkness,23337,Star Trek Into Darkness
2092,Star Trek: Generations,23338,Star Trek: Generations
1748,Star Trek: First Contact,23339,Star Trek: First Contact
16,Star Trek,23347,Star Trek
1140,A Star Is Born,23350,A Star is Born
83,Stand by Me,23373,Stand by Me
2950,Stand and Deliver,23375,Stand and Deliver
3266,Stakeout,23382,Stakeout
1992,St. Elmo's Fire,23401,St. Elmoâ€™s Fire
4194,St. Vincent,23404,St. Vincent
1714,The Squid and the Whale,23411,The Squid and the Whale
1422,The Spy Who Came in from the Cold,23421,The Spy Who Came in from the Cold
808,The Spy Who Loved Me,23422,The Spy Who Loved Me
2482,Spy Game,23430,Spy Game
2384,Splash,23474,Splash
1851,Spies Like Us,23501,Spies Like Us
750,Spider-Man 2,23507,Spider-Man 2
141,Spider-Man,23512,Spider-Man
1078,Spellbound,23521,Spellbound
1287,Speed,23535,Speed
2228,The Spectacular Now,23543,The Spectacular Now
2621,Spectre,23547,Spectre
3324,Spartan,23561,Spartan
93,Spartacus,23562,Spartacus
428,Spaceballs,23584,Spaceballs
3051,Space Jam,23591,Space Jam
1337,Soylent Green,23605,Soylent Green
1915,Southern Comfort,23616,Southern Comfort
265,"South Park: Bigger, Longer & Uncut",23622,"South Park: Bigger, Longer & Uncut"
1041,Source Code,23636,Source Code
562,The Sound of Music,23644,The Sound of Music
2925,"Sorry, Wrong Number",23676,"Sorry, Wrong Number"
794,Sorcerer,23685,Sorcerer
522,Sophie's Choice,23687,Sophie's Choice
1728,The Sons of Katie Elder,23701,The Sons of Katie Elder
2890,Song of the South,23720,Song of the South
4053,The Song of Bernadette,23725,The Song of Bernadette
1876,Somewhere in Time,23760,Somewhere in Time
1377,Something Wild,23767,Something Wild
2740,Something Wicked This Way Comes,23768,Something Wicked This Way Comes
4239,Something's Gotta Give,23770,Something's Gotta Give
3866,Somewhere,23771,Somewhere
1137,Some Like It Hot,23796,Some Like it Hot
1019,Some Kind of Wonderful,23802,Some Kind of Wonderful
2548,A Soldier's Story,23830,A Soldier's Story
3257,Solaris,23837,Solaris
3605,Soapdish,23861,Soapdish
100,The Social Network,23862,The Social Network
2550,So I Married an Axe Murderer,23868,So I Married an Axe Murderer
313,Snow White and the Seven Dwarfs,23888,Snow White and the Seven Dwarfs
1353,Sneakers,23919,Sneakers
272,Snatch,23921,Snatch
3914,The Snake Pit,23925,The Snake Pit
1011,Smokey and the Bandit,23951,Smokey and the Bandit
2181,Smoke,23958,Smoke
3849,Slums of Beverly Hills,23992,Slums of Beverly Hills
451,Slumdog Millionaire,24000,Slumdog Millionaire
2361,Slither,24011,Slither
1060,Sling Blade,24014,Sling Blade
2583,Sliding Doors,24020,Sliding Doors
971,Sleepy Hollow,24023,Sleepy Hollow
4200,Sleepwalk with Me,24029,Sleepwalk With Me
2183,Sleepless in Seattle,24030,Sleepless in Seattle
663,Sleeping Beauty,24039,Sleeping Beauty
1950,Sleepers,24040,Sleepers
34,Sleeper,24041,Sleeper
815,Slap Shot,24063,Slap Shot
821,Slacker,24074,Slacker
268,Skyfall,24085,Skyfall
3524,The Skeleton Twins,24115,The Skeleton Twins
446,Sixteen Candles,24129,Sixteen Candles
304,The Sixth Sense,24132,The Sixth Sense
2188,Six Degrees of Separation,24140,Six Degrees of Separation
3575,Sister Act,24171,Sister Act
3576,Single White Female,24192,Single White Female
1414,Singles,24194,Singles
728,A Single Man,24196,A Single Man
3829,Sinister,24197,Sinister
19,Singin' in the Rain,24203,Singin' in the Rain
3655,Sin Nombre,24238,Sin Nombre
171,Sin City,24241,Sin City
2100,The Simpsons Movie,24247,The Simpsons Movie
1624,A Simple Plan,24249,A Simple Plan
1614,Silver Streak,24263,Silver Streak
962,Silverado,24265,Silverado
2898,Silver Bullet,24271,Silver Bullet
914,Silkwood,24276,Silkwood
976,Silver Linings Playbook,24285,Silver Linings Playbook
3091,Tyrannosaur,24292,Tyrannosaur
3269,"Silent Night, Deadly Night",24300,"Silent Night, Deadly Night"
2094,Silent Movie,24302,Silent Movie
262,The Silence of the Lambs,24334,The Silence of the Lambs
1459,Signs,24344,Signs
1743,Two Mules for Sister Sara,24353,Two Mules for Sister Sara
1312,Sideways,24396,Sideways
2153,Side Effects,24400,Side Effects
1050,Sid and Nancy,24402,Sid & Nancy
3021,Twister,24412,Twister
3457,Twins,24418,Twins
3549,Sicko,24420,Sicko
1602,Twin Peaks: Fire Walk with Me,24433,Twin Peaks: Fire Walk With Me
1506,Sicario,24434,Sicario
1443,Twilight Zone: The Movie,24438,Twilight Zone: The Movie
623,Shutter Island,24475,Shutter Island
2420,Twelve O'Clock High,24487,Twelve O'Clock High
774,Twelve Monkeys,24489,Twelve Monkeys
233,Shrek,24504,Shrek
2700,Shrek 2,24506,Shrek 2
3449,Turner & Hooch,24546,Turner & Hooch
2579,Shotgun Stories,24569,Shotgun Stories
668,A Shot in the Dark,24575,A Shot in the Dark
3816,Shortbus,24581,Shortbus
1439,Short Term 12,24596,Short Term 12
136,Short Cuts,24602,Short Cuts
2660,Short Circuit,24605,Short Circuit
2162,Tucker: The Man and His Dream,24617,Tucker: The Man and His Dream
24,The Shop Around the Corner,24625,The Shop Around the Corner
3459,Shopgirl,24629,Shopgirl
3851,Shooter,24640,Shooter
3229,Shoot to Kill,24641,Shoot to Kill
3327,Shoot 'Em Up,24651,Shoot 'Em Up
2819,Shoah,24671,Shoah
231,The Shining,24691,The Shining
1917,Shine,24711,Shine
1098,The Truman Show,24721,The Truman Show
4024,True Stories,24731,True Stories
213,True Romance,24734,True Romance
351,True Lies,24739,True Lies
1163,True Grit,24750,True Grit
4208,True Crime,24751,True Crime
143,True Grit,24757,True Grit
3157,She's Gotta Have It,24784,She's Gotta Have It
4060,She's Having a Baby,24785,She's Having a Baby
2714,Troy,24800,Troy
777,The Trouble with Harry,24809,The Trouble with Harry
2427,Sherlock Holmes: A Game of Shadows,24811,Sherlock Holmes: A Game of Shadows
1442,Sherlock Holmes,24812,Sherlock Holmes
1199,Tropic Thunder,24840,Tropic Thunder
2589,TRON: Legacy,24855,Tron: Legacy
759,She Wore a Yellow Ribbon,24863,She Wore a Yellow Ribbon
71,The Shawshank Redemption,24891,The Shawshank Redemption
500,Shaun of the Dead,24899,Shaun of the Dead
1739,Dawn of the Dead,24899,Shaun of the Dead
4232,Tristana,24902,Tristana
2631,Shattered Glass,24906,Shattered Glass
3394,Shanghai Noon,24987,Shanghai Noon
826,Shane,24990,Shane
2928,Shampoo,24998,Shampoo
1292,Shame,25003,Shame
1359,Tremors,25021,Tremors
1256,Shakespeare in Love,25031,Shakespeare in Love
2688,Trees Lounge,25039,Trees Lounge
1484,The Tree of Life,25041,The Tree
1484,The Tree of Life,25046,The Tree of Life
2238,Shaft,25051,Shaft
560,The Treasure of the Sierra Madre,25058,The Treasure of the Sierra Madre
3857,Treasure Planet,25059,Treasure Planet
3785,Shadowlands,25071,Shadowlands
1609,Shadow of the Vampire,25089,Shadow of the Vampire
2392,The Transporter,25119,The Transporter
1589,The Transformers: The Movie,25132,The Transformers: The Movie
2725,Transformers,25141,Transformers
3798,Trance,25157,Trance
128,Trainspotting,25161,Trainspotting
344,Training Day,25164,Training Day
3084,Trainwreck,25165,Trainwreck
1295,"Sex, Lies, and Videotape",25185,"Sex, Lies, and Videotape"
606,Traffic,25202,Traffic
301,Trading Places,25205,Trading Places
4221,The Seventh Sign,25222,The Seventh Sign
438,The Seven Year Itch,25228,The Seven Year Itch
3636,Seven Years in Tibet,25233,Seven Years in Tibet
3864,Seven Pounds,25251,Seven Pounds
1474,Seven Psychopaths,25252,Seven Psychopaths
3557,Toy Soldiers,25257,Toy Soldiers
809,Toy Story,25259,Toy Story
2545,The Toxic Avenger,25260,The Toxic Avenger
0,Toy Story 2,25261,Toy Story 2
356,Toy Story 3,25263,Toy Story 3
861,Seven Brides for Seven Brothers,25268,Seven Brides for Seven Brothers
823,The Town,25280,The Town
1675,The Towering Inferno,25286,Towering Inferno
1908,Session 9,25313,Session 9
744,Serpico,25316,Serpico
3619,The Sessions,25318,The Sessions
3896,The Serpent and the Rainbow,25321,The Serpent and the Rainbow
3713,Serial Mom,25340,Serial Mom
989,A Serious Man,25343,A Serious Man
1083,Sergeant York,25344,Sergeant York
484,Touch of Evil,25358,Touch of Evil
3596,Serendipity,25364,Serendipity
219,Serenity,25366,Serenity
649,Total Recall,25385,Total Recall
1997,Ruthless People,25406,Ruthless People
3657,The Russians Are Coming! The Russians Are Coming!,25412,"The Russians Are Coming, the Russians Are Coming"
379,Rushmore,25448,Rushmore
2768,Torn Curtain,25449,Torn Curtain
1603,Sense and Sensibility,25469,Sense and Sensibility
1831,Rush Hour,25475,Rush Hour
3970,Rush,25476,Rush
3047,Rush Hour 2,25477,Rush Hour 2
850,Rush,25479,Rush
1618,Top Secret!,25510,Top Secret!
443,Top Hat,25512,Top Hat
987,Top Gun,25517,Top Gun
888,Tootsie,25518,Tootsie
2636,Running Scared,25534,Running Scared
3918,Running Scared,25535,Running Scared
2066,Running on Empty,25538,Running on Empty
1360,The Running Man,25540,The Running Man
2654,Wyatt Earp,25572,Wyatt Earp
2737,The Rundown,25576,The Rundown
2260,Runaway Train,25580,Runaway Train
3721,Runaway Jury,25581,Runaway Jury
3428,Seems Like Old Times,25604,Seems Like Old Times
2952,Seeking a Friend for the End of the World,25612,Seeking a Friend for the End of the World
2629,Tommy,25632,Tommy
753,Tommy Boy,25633,Tommy Boy
3696,Tomorrow Never Dies,25634,Tomorrow Never Dies
555,Tombstone,25641,Tombstone
3527,Tom Jones,25676,Tom Jones
2606,"See No Evil, Hear No Evil",25688,"See No Evil, Hear No Evil"
1322,Rumble Fish,25701,Rumble Fish
3532,The Rules of Attraction,25702,The Rules of Attraction
1231,The Wrong Man,25736,The Wrong Man
1255,Rudy,25742,Rudy
2843,Ruby Sparks,25790,Ruby Sparks
529,Secrets & Lies,25805,Secrets & Lies
1544,Secretary,25808,Secretary
1113,The Wrestler,25822,The Wrestler
1644,Wreck-It Ralph,25829,Wreck-It Ralph
412,The Royal Tenenbaums,25874,The Royal Tenenbaums
2407,The Secret of My Succe$s,25881,The Secret of My Success
1606,The Secret of NIMH,25883,The Secret of Nimh
3804,The Secret of Kells,25885,The Secret of Loch Ness
2881,"To Sir, with Love",25917,To Sir With Love
1335,To Live and Die in L.A.,25924,To Live and Die in L.A.
2685,World's Greatest Dad,25933,World's Greatest Dad
2217,The Secret Life of Walter Mitty,25934,The Secret Life of Walter Mitty
2500,The World's Fastest Indian,25937,The World's Fastest Indian
995,The World's End,25940,The World's End
3659,World War Z,25944,World War Z
355,To Kill a Mockingbird,25950,To Kill A Mockingbird
491,To Have and Have Not,25953,To Have and Have Not
3799,The Secret Garden,25960,The Secret Garden
2564,The New World,25967,The World
3626,The World Is Not Enough,25973,The World is Not Enough
879,The World According to Garp,25977,The World According to Garp
2251,Working Girl,25980,Working Girl
1063,To Catch a Thief,25994,To Catch a Thief
2239,To Die For,25995,To Die For
3241,To Be or Not to Be,25998,To Be or Not to Be
2410,Titus,26005,Titus
3478,Secondhand Lions,26013,Secondhand Lions
3177,Titan A.E.,26052,Titan A.E.
426,Titanic,26059,Titanic
3190,The Woodsman,26071,The Woodsman
1139,Woodstock,26072,Woodstock
1323,Roxanne,26078,Roxanne
834,Rounders,26089,Rounders
1466,Searching for Bobby Fischer,26113,Searching for Bobby Fischer
2250,Searching for Sugar Man,26115,Searching for Sugar Man
4263,Wonderland,26123,Wonderland
1301,Tinker Tailor Soldier Spy,26147,Tinker Tailor Soldier Spy
50,The Searchers,26149,The Searchers
1185,Wonder Boys,26170,Wonder Boys
3434,Tin Men,26184,Tin Men
2683,Tin Cup,26189,Tin Cup
4207,Timecop,26191,Timecop
3484,Seabiscuit,26200,Seabiscuit
2261,The Women,26205,The Women
736,Rosemary's Baby,26215,Rosemary's Baby
3529,Rooster Cogburn,26224,Rooster Cogburn
211,Rope,26225,Rope
4163,The Time Traveler's Wife,26231,The Time Traveler's Wife
2497,A Time to Kill,26237,A Time to Kill
2304,Sea of Love,26243,Sea of Love
295,Se7en,26255,Se7en
2190,Woman of the Year,26260,Woman of the Year
936,Room,26272,Room
3386,The Rookie,26277,The Rookie
858,Scrooged,26293,Scrooged
4022,Scrooge,26294,Scrooge
1130,Time Bandits,26316,Time Bandits
558,Time After Time,26318,Time After Time
1355,Ronin,26321,Ronin
4278,Scream 2,26337,Scream 2
1689,Scream,26339,Scream
2194,The Wolverine,26351,The Wolverine
3007,Romy and Michele's High School Reunion,26354,Romy and Michele's High School Reunion
237,Scott Pilgrim vs. the World,26377,Scott Pilgrim vs. The World
3321,Wolfen,26380,Wolfen
2339,Romeo and Juliet,26394,Romeo and Juliet (1968)
776,The Wolf of Wall Street,26397,The Wolf of Wall Street
3068,Tightrope,26406,Tightrope
3286,The Score,26414,The Score
4070,Wolf Creek,26421,Wolf Creek
4009,Wolf,26422,Wolf
2380,Tigerland,26433,Tigerland
1751,Romancing the Stone,26470,Romancing the Stone
2118,Wizards,26505,Wizards
115,The Wizard of Oz,26507,The Wizard of Oz
2175,Rollerball,26518,Rollerball
2071,School Ties,26539,School Ties
1786,School of Rock,26545,School of Rock
452,Witness,26550,Witness
1861,Role Models,26562,Role Models
1812,Thunderbolt and Lightfoot,26581,Thunderbolt and Lightfoot
3550,Thunderheart,26582,Thunderheart
506,Schindler's List,26591,Schindler's List
1478,Scent of a Woman,26594,Scent of a Woman
3712,Without a Clue,26595,Without a Clue
1010,Withnail & I,26599,Withnail & I
3226,With Honors,26605,With Honors
1262,Roger & Me,26610,Roger & Me
2584,Roger Dodger,26614,Roger Dodger
432,Thunderball,26621,Thunderball
3462,The Witches,26649,The Witches
2824,The Witches of Eastwick,26651,The Witches of Eastwick
607,The Rocky Horror Picture Show,26669,The Rocky Horror Picture Show
1605,Rocky IV,26671,Rocky IV
1201,Rocky III,26672,Rocky III
2836,Rocky Balboa,26673,Rocky Balboa
1143,Rocky II,26674,Rocky 2
1142,Rocky,26676,Rocky
2646,Throw Momma from the Train,26678,Throw Momma From the Train
584,Scarface,26702,Scarface
1480,The Rocketeer,26718,The Rocketeer
2803,RocknRolla,26721,RocknRolla
1622,Scanners,26748,Scanners
2472,A Scanner Darkly,26752,A Scanner Darkly
1207,Winter's Bone,26767,Winter's Bone
1109,The Rock,26775,The Rock
2393,Three O'Clock High,26785,Three Oâ€™Clock High
2568,The Three Musketeers,26789,The Three Musketeers
77,Say Anything...,26806,Say Anythingâ€¦
1468,Three Kings,26837,Three Kings
269,Three Days of the Condor,26840,Three Days of the Condor
2724,Saw,26851,Saw
4007,The Wings of the Dove,26866,The Wings of the Dove
3781,Robot & Frank,26880,Robot & Frank
620,Saving Private Ryan,26896,Saving Private Ryan
2122,Saving Mr. Banks,26902,Saving Mr. Banks
1789,Wings,26904,Wings
3151,RoboCop 2,26918,RoboCop 2
796,RoboCop,26922,RoboCop
1055,Robin Hood: Men in Tights,26928,Robin Hood: Men in Tights
1195,Robin Hood: Prince of Thieves,26929,Robin Hood: Prince of Thieves
1030,Robin Hood,26930,Robin Hood
2233,Saved!,26952,Saved!
3338,Robin and Marian,26964,Robin and Marian
3498,Predators,26967,Predators
1756,Rob Roy,26976,Rob Roy
1410,Thor: The Dark World,26987,Thor: The Dark World
610,Thor,26989,Thor
2979,The Savages,26990,The Savages
666,Winchester '73,27010,Winchester '73
1809,Win Win,27017,Win Win
4142,Road Trip,27027,Road Trip
1217,The Thomas Crown Affair,27035,The Thomas Crown Affair
2937,The Thomas Crown Affair,27036,The Thomas Crown Affair
1931,Saturday Night Fever,27049,Saturday Night Fever
679,Willy Wonka & the Chocolate Factory,27057,Willy Wonka & the Chocolate Factory
1646,Willow,27064,Willow
1226,Road to Perdition,27073,Road to Perdition
1282,The Road,27120,The Road
1808,Road House,27163,Road House
225,This Is Spinal Tap,27178,This is Spinal Tap
1054,This Is the End,27182,This is the End
2692,The River Wild,27207,The River Wild
2470,The River,27212,The River
1239,A River Runs Through It,27215,A River Runs Through It
2991,This Film Is Not Yet Rated,27220,This Film is Not Yet Rated
4042,Wild Things,27232,Wild Things
1844,This Boy's Life,27252,This Boy's Life
3166,The Thirteenth Floor,27285,The Thirteenth Floor
2174,Thirst,27287,Thirst
3232,Thirteen,27289,Thirteen
2174,Thirst,27291,Thirst
2256,Thirteen Days,27292,Thirteen Days
678,The Wild Bunch,27312,The Wild Bunch
572,Wild at Heart,27317,Wild at Heart
593,Risky Business,27324,Risky Business
3937,Rising Sun,27329,Rising Sun
3123,Things to Do in Denver When You're Dead,27339,Things to Do in Denver when You're Dead
3567,The Santa Clause,27352,The Santa Clause
3666,Wild,27371,Wild
3469,Rise of the Guardians,27387,Rise of the Guardians
440,The Thing,27389,The Thing
651,Rise of the Planet of the Apes,27390,Rise of the Planet of the Apes
1015,The Thief of Bagdad,27396,The Thief of Bagdad
1280,The Thin Red Line,27398,The Thin Red Line
908,Thief,27400,Thief
2220,Sands of Iwo Jima,27416,Sands of Iwo Jima
2462,They Were Expendable,27448,They Were Expendable
1450,"They Shoot Horses, Don't They?",27449,"They Shoot Horses, Don't They?"
282,They Live,27455,They Live
872,The Sandlot,27460,The Sandlot
3787,The Sand Pebbles,27464,The Sand Pebbles
3213,Rio Lobo,27483,Rio Lobo
371,Rio Bravo,27486,Rio Bravo
2694,The Ring,27496,The Ring
3711,"Ghidorah, the Three-Headed Monster",27514,"Ghidorah, the Three-Headed Monster"
3807,San Francisco,27516,San Francisco
846,The Right Stuff,27541,The Right Stuff
730,There's Something About Mary,27551,There's Something About Mary
8,There Will Be Blood,27560,There Will Be Blood
384,Who's Afraid of Virginia Woolf?,27576,Who's Afraid of Virginia Wolf?
2931,The Whole Nine Yards,27587,The Whole Nine Yards
2880,The Theory of Everything,27614,The Theory of Everything
1869,Them!,27616,Them!
1188,Thelma & Louise,27620,Thelma & Louise
277,Who Framed Roger Rabbit,27649,Who Framed Roger Rabbit?
4093,Ride with the Devil,27654,Ride With the Devil
1237,Salvador,27685,Salvador
2728,White Zombie,27699,White Zombie
4137,White Squall,27703,White Squall
4049,That's Entertainment!,27729,That's Entertainment
3089,The Salton Sea,27734,The Salton Sea
3585,Richard Pryor: Live on the Sunset Strip,27759,Richard Pryor Live on the Sunset Strip
1978,Richard III,27767,Richard III
1260,That Thing You Do!,27775,That Thing You Do!
2015,White Men Can't Jump,27806,White Men Can't Jump
3777,The Saint,27842,The Saint
3155,White Dog,27849,White Dog
1361,White Christmas,27855,White Christmas
2078,Revolutionary Road,27868,Revolutionary Road
1868,Reversal of Fortune,27921,Reversal of Fortune
2399,Revenge of the Pink Panther,27923,Revenge of the Pink Panther
518,The Texas Chain Saw Massacre,27930,The Texas Chainsaw Massacre
2390,The Texas Chainsaw Massacre 2,27931,The Texas Chainsaw Massacre 2
394,Safety Last!,27941,Safety Last!
1349,Safety Not Guaranteed,27943,Safety Not Guaranteed
3189,While You Were Sleeping,27947,While You Were Sleeping
2872,Whip It,27948,Whip It
23,Whiplash,27949,Whiplash
1281,Revenge of the Nerds,27960,Revenge of the Nerds
157,The Revenant,27980,The Revenant
2743,Safe,27988,Safe
2453,Where the Wild Things Are,28010,Where the Wild Things Are
